
"43791","MOBATIME INDIA PRIVATE LIMITED","C","","","NA"
"43792","MODERN PREFAB SYSTEMS PRIVATE","B","","","NA"
"43793","TURNER GENERAL ENTERTAINMENT N","C","","","NA"
"43794","MOODY INTERNATIONAL INDIA PR","B","","","NA"
"43795","MOVING KITCHEN PRIVATE LIMITED","C","","","NA"
"43796","ACHINDRA ONLINE MARKETING PRIV","C","","","NA"
"43797","MSX INTERNATIONAL INDIA PRIVAT","B","","","NA"
"43798","MTANDT LIMITED","C","","","NA"
"43799","MUBEA AUTOMOTIVE COMPONENTS IN","C","","","NA"
"43800","MUSK FREIGHT SERVICES PRIVATE","C","","","NA"
"43801","MYTEX POLYMERS INDIA PRIVATE L","B","","","NA"
"43802","NACHI MOTHERSON PRECISION PRIV","C","","","NA"
"43803","NAGARRO SOFTWARE PVT LTD","B","","","NA"
"43804","NAGATA INDIA PRIVATE LIMITED","C","","","NA"
"43805","NAKSHA ENTERPRISES PRIVATE LIM","C","","","NA"
"43806","BHARTI AXA GENERAL INSURANCE C","B","","","NA"
"43807","NEXUS DEVELOPMENT CENTER PRIVA","C","","","NA"
"43808","NICHIA CHEMICAL INDIA PRIVAT","B","","","NA"
"43809","NINEX DEVELOPERS LIMITED","C","","","NA"
"43810","NIPPON KOEI INDIA PRIVATE LIMI","C","","","NA"
"43811","NIPPON KONPO INDIA PRIVATE LIM","C","","","NA"
"43812","NMTRONICS INDIA PVT LTD","C","","","NA"
"43813","NOBLE RESOURCES AND TRADING IN","C","","","NA"
"43814","NORMA INDIA LIMITED","C","","","NA"
"43815","NORTH EAST GARMENTS PRIVATE LI","C","","","NA"
"43816","NOVUS ANIMAL NUTRITION INDIA","C","","","NA"
"43817","NSSL PRIVATE LIMITED","C","","","NA"
"43818","NTL LEMNIS INDIA PRIVATE LIMIT","C","","","NA"
"43819","NUWAY ORGANIC NATURALS INDIA L","C","","","NA"
"43820","NV DISTILLERIES LTD","C","","","NA"
"43821","NYK AUTO LOGISTICS INDIA PRI","B","","","NA"
"43822","OKAYA  CO INDIA PRIVATE LIMI","C","","","NA"
"43823","OLYMPUS CAPITAL HOLDINGS ASIA","C","","","NA"
"43824","OM NANOTECH PRIVATE LIMITED","B","","","NA"
"43825","OMG NETWORK INDIA PRIVATE LIMI","C","","","NA"
"43826","ONSUMAYE WEB SOLUTIONS PRIVATE","B","","","NA"
"43827","PIEDMONT DEVELOPMENT COMPANY P","C","","","NA"
"43828","ONSITE INDIA PRIVATE LIMITED","C","","","NA"
"43829","OPEN MIND SERVICES LIMITED","C","","","NA"
"43830","OPK INFOTECH PRIVATE LIMITED","B","","","NA"
"43831","OPUS PROJECTS LIMITED","C","","","NA"
"43832","ORBIS FINANCIAL CORPORATION LI","B","","","NA"
"43833","ORGANICA WATER PRIVATE LIMITED","C","","","NA"
"43834","ORGWARE TECHNOLOGIES PRIVATE L","B","","","NA"
"43835","AFFLUENCE SHARES AND STOCKS PR","C","","","NA"
"43836","OUTOKUMPU INDIA PRIVATE LIMITE","C","","","NA"
"43837","P  A INFOTECH PRIVATE LIMITED","B","","","NA"
"43838","PARADISE PLASTICS ENTERPRISES","C","","","NA"
"43839","PARAS OFFSET PRIVATE LIMITED","C","","","NA"
"43840","PARENTECH HEALTHCARE LIMITED","B","","","NA"
"43841","PARK INFRASTRUCTURE LIMITED","B","","","NA"
"43842","PASHUPATI NATH RESORTS PRIVATE","B","","","NA"
"43843","PATEL CARS PRIVATE LIMITED","C","","","NA"
"43844","INCADEA INDIA PVT LTD","C","","","NA"
"43845","PEARL DRINKS LIMITED","C","","","NA"
"43846","PEE EMPRO EXPORTS PVT LTD","B","","","NA"
"43847","PENNAR ENVIRO LIMITED","C","","","NA"
"43848","PETKUS INDIA PRIVATE LIMITED","C","","","NA"
"43849","PEZALLI CREATIONS PRIVATE LIMI","C","","","NA"
"43850","PIONEER CLIENT ASSOCIATES PRIV","C","","","NA"
"43851","PIONEER INDIA ELECTRONICS PRIV","C","","","NA"
"43852","PLASMA SOFTECH PRIVATE LIMITED","B","","","NA"
"43853","PLAT 5 CONSULTANCY PRIVATE LIM","B","","","NA"
"43854","PMI ORGANIZATION CENTRE PRIVAT","C","","","NA"
"43855","POLIXEL SECURITY SYSTEMS PRIVA","B","","","NA"
"43856","POPULAR CARD TECHNOLOGY PRIVAT","B","","","NA"
"43857","PRAGATI DEVELOPMENT CONSULTING","B","","","NA"
"43858","PRECISION ELECTRONICS LIMITED","C","","","NA"
"43859","PREMIUM FARM FRESH PRODUCE LIM","C","","","NA"
"43860","PRIME HITECH ENGINEERING LIMIT","B","","","NA"
"43861","PRIME HITECH INFRASTRUCTURE LI","B","","","NA"
"43862","PRINTOTECH GLOBAL LIMITED","B","","","NA"
"43863","PROCAM LOGISTICS PRIVATE LIMIT","B","","","NA"
"43864","PROJECT ENGINEERING CORPORATIO","B","","","NA"
"43865","PROSTEEL DETAILING SERVICES PR","C","","","NA"
"43866","PUBLICIS COMMUNICATIONS PRIVAT","B","","","NA"
"43867","QA INFOTECH PRIVATE LIMITED","B","","","NA"
"43868","QAI INDIA LIMITED","C","","","NA"
"43869","QSIX INDIA PRIVATE LIMITED","C","","","NA"
"43870","QUALITY WAVES PRIVATE LIMITED","C","","","NA"
"43871","QUANTUM CODERS LIMITED","C","","","NA"
"43872","RADIUS LOGISTICS PRIVATE LIMIT","B","","","NA"
"43873","RAH INFOTECH PRIVATE LIMITED","B","","","NA"
"43874","RAHIMAFROOZ BATTERIES LIMITED","C","","","NA"
"43875","RAJASTHAN ANTIBIOTICS LTD","B","","","NA"
"43876","RAVE SCANS PRIVATE LIMITED","C","","","NA"
"43877","RBS FINANCIAL SERVICES INDIA","B","","","NA"
"43878","REALNETWORKS INDIA PRIVATE LIM","C","","","NA"
"43879","REEBOK INDIA COMPANY","C","","","NA"
"43880","REGAL INFORMATION TECHNOLOGY P","B","","","NA"
"43881","REI SIX TEN RETAIL LIMITED","C","","","NA"
"43882","REMMERS INDIA PRIVATE LIMITED","C","","","NA"
"43883","REMSON ELECTROPRODUCTS PRIVATE","C","","","NA"
"43884","RENDER 5 TECHNOLOGIES PRIVATE","B","","","NA"
"43885","REVE SYSTEMS INDIA PVT LTD","B","","","NA"
"43886","RG INFRABUILD PRIVATE LIMITED","B","","","NA"
"43887","RISHICHEM DISTRIBUTORS PRIVATE","B","","","NA"
"43888","RMS RISK MANAGEMENT SOLUTIONS","B","","","NA"
"43889","ROCKETALK INDIA PRIVATE LIMITE","C","","","NA"
"43890","ROCKLAND HOTELS LIMITED","B","","","NA"
"43891","ROLEX HOSIERY PVT LTD","C","","","NA"
"43892","RONYD HEALTHCARE PRIVATE LIMIT","B","","","NA"
"43893","RPS INFRASTRUCTURE LTD","B","","","NA"
"43894","RV SOLUTIONS PRIVATE LIMITED","B","","","NA"
"43895","S S NAIR COMMUNICATIONS PRIVAT","B","","","NA"
"43896","SABO HEMA AUTOMOTIVE PRIVATE L","C","","","NA"
"43897","SAFENET INFOTECH PRIVATE LIMIT","B","","","NA"
"43898","SAGE PUBLICATIONS INDIA PRIVAT","C","","","NA"
"43899","SAGE TECHNOLOGIES PRIVATE LIMI","B","","","NA"
"43900","SAI POWER AIR  REFRIGERATION","B","","","NA"
"43901","SAI WEBTEL TECHNOLOGIES PRIVAT","B","","","NA"
"43902","SPACE TELELINK LIMITED","C","","","NA"
"43903","SUMPOORNA PORTFOLIO LIMITED","C","","","NA"
"43904","SAIF ADVISORS PRIVATE LIMITED","C","","","NA"
"43905","SALT STUDIOS PRIVATE LIMITED","C","","","NA"
"43906","SALUJA CONSTRUCTION COMPANY LI","C","","","NA"
"43907","SAMARTH LIFESTYLE RETAILING PR","C","","","NA"
"43908","SAMBODHI RESEARCH AND COMMUNIC","B","","","NA"
"43909","SAMCO MACHINERY INDIA PRIVATE","C","","","NA"
"43910","SAN JOSE INDIA INFRASTRUCTURE","B","","","NA"
"43911","SAPIEO SOFTWARE INDIA PRIVATE","B","","","NA"
"43912","SAPRAS ARCHITECTS AND ENGINEER","B","","","NA"
"43913","SATKAR LOGISTICS PRIVATE LIMIT","B","","","NA"
"43914","SCANDIC FOOD INDIA PRIVATE LIM","B","","","NA"
"43915","SCUBE SCIENTIFIC SOFTWARE SOLU","B","","","NA"
"43916","SENIOR INDIA PRIVATE LIMITED","C","","","NA"
"43917","SENSIENT INDIA PRIVATE LIMITED","C","","","NA"
"43918","SERGI TRANSFORMER EXPLOSION PR","C","","","NA"
"43919","SERVITIUM IT SOLUTIONS PRIVATE","B","","","NA"
"43920","SHANKAR MOULDING LIMITED","C","","","NA"
"43921","SHIV MICRO CREDIT SERVICES FOR","C","","","NA"
"43922","SHIVPRIYA CABLES PRIVATE LIMIT","C","","","NA"
"43923","SHOWTIME EVENTS INDIA PRIVAT","C","","","NA"
"43924","SILVERSKILLS PRIVATE LIMITED","C","","","NA"
"43925","SIMPLION TECHNOLOGIES INDIA PR","B","","","NA"
"43926","SINGHAL POLYTECH LIMITED","B","","","NA"
"43927","SIR BIO TECH INDIA LIMITED","B","","","NA"
"43928","CORAL TELECOM LIMITED","B","","","NA"
"43929","SKH SHEET METALS COMPONENTS PR","C","","","NA"
"43930","SMART ANALYST INDIA PRIVATE","C","","","NA"
"43931","SMILE MULTIMEDIA PRIVATE LIMIT","B","","","NA"
"43932","SMITHS DETECTION VEECON SYSTEM","B","","","NA"
"43933","SML LABELS INDIA PVT LTD","C","","","NA"
"43934","SMP SECURITIES LIMITED","C","","","NA"
"43935","SMRITI APPARELS PRIVATE LIMITE","C","","","NA"
"43936","SMW AUTOBLOK WORKHOLDING PRIVA","C","","","NA"
"43937","SOFEENE YARN PTE LIMITED","C","","","NA"
"43938","SOLAE COMPANY INDIA PRIVATE LI","C","","","NA"
"43939","SONNEN INSURANCE BROKING SERVI","B","","","NA"
"43940","SOPRA INDIA PRIVATE LIMITED","C","","","NA"
"43941","SOURCE DIRECT INTERNATIONAL LI","B","","","NA"
"43942","SOUTH PRECISION INSTRUMENT PRI","C","","","NA"
"43943","SOVEREIGN HEALTH INDIA PRIVATE","B","","","NA"
"43944","SPACEAGE SWITCHGEARS LIMITED","C","","","NA"
"43945","SPECTRAL SERVICES CONSULTANTS","B","","","NA"
"43946","SPICE LABS PRIVATE LIMITED","C","","","NA"
"43947","SPUN MICRO PROCESSING PRIVATE","C","","","NA"
"43948","SRITHAI SUPERWARE INDIA LIMITE","C","","","NA"
"43949","SRS REAL ESTATE LIMITED","C","","","NA"
"43950","STERICSSON INDIA PRIVATE LIMI","C","","","NA"
"43951","STANVAC CHEMICALS INDIA LIMI","B","","","NA"
"43952","STAR TRACK TERMINALS PRIVATE L","C","","","NA"
"43953","STATCON POWER CONTROLS LIMITED","B","","","NA"
"43954","STELLAR AND UNIMAX INDIA LIMI","C","","","NA"
"43955","CRENOVATIVE IDEAS PVT LTD","C","","","NA"
"43956","STIGASOFT PRIVATE LIMITED","B","","","NA"
"43957","STOWE RESEARCH INDIA PRIVATE L","C","","","NA"
"43958","STUDY OVERSEAS GLOBAL PRIVATE","C","","","NA"
"43959","SUNBORNE ENERGY TECHNOLOGIES P","B","","","NA"
"43960","SUNBORNE ENERGY SERVICES INDIA","C","","","NA"
"43961","SUPERMAX PERSONAL CARE PRIVATE","C","","","NA"
"43962","SUPER SEAL FLEXIBLE HOSE LIMIT","C","","","NA"
"43963","SYSTRA MVA CONSULTING INDIA PR","B","","","NA"
"43964","SUPREME GLOW PRINTING SOLUTION","B","","","NA"
"43965","BELIMO ACTUATORS INDIA PRIVA","C","","","NA"
"43966","SYNAPSE COMMUNICATIONS PRIVATE","B","","","NA"
"43967","SYNVENTIVE MOLDING SOLUTIONS J","B","","","NA"
"43968","SYSTEMATIC CONSCOM LIMITED","B","","","NA"
"43969","TAG INDIA PRIVATE LIMITED","C","","","NA"
"43970","TANGENCE SOLUTIONS INDIA PRI","B","","","NA"
"43971","TANISHA SYSTEMS PRIVATE LIMITE","B","","","NA"
"43972","TAYLOR AND FRANCIS BOOKS INDIA","C","","","NA"
"43973","TCI DEVELOPERS LIMITED","C","","","NA"
"43974","TCS AND ASSOCIATES PVT LTD","C","","","NA"
"43975","TEAM HR SERVICES LIMITED","C","","","NA"
"43976","TECHNICO INDUSTRIES LIMITED","B","","","NA"
"43977","TECHNOCRAT INFOTECH PRIVATE LI","B","","","NA"
"43978","TEK TRAVELS PRIVATE LIMITED","C","","","NA"
"43979","TELENITY SYSTEMS SOFTWARE INDI","B","","","NA"
"43980","TELEPHONE SYSTEMS INDIA PRIV","B","","","NA"
"43981","TEX LINE INDIA PRIVATE LIMIT","C","","","NA"
"43982","TGG LEARNING SOLUTIONS PRIVATE","B","","","NA"
"43983","RAVALGAON SUGAR FARM LIMITED","C","","","NA"
"43984","THINK TANK GAMES PRIVATE LIMIT","C","","","NA"
"43985","THOMSON CREATIONS PRIVATE LIMI","C","","","NA"
"43986","TIME CAPITAL LIMITED","C","","","NA"
"43987","WIEDEN + KENNEDY INDIA PRIVATE","C","","","NA"
"43988","TIMEX GROUP PRECISION ENGINEER","B","","","NA"
"43989","TKW SKILL DEVELOPMENT PRIVATE","C","","","NA"
"43990","TMF INDIA PRIVATE LIMITED","C","","","NA"
"43991","TMS FASHION DELHI PRIVATE LI","C","","","NA"
"43992","TODAY MERCHANDISE PRIVATE LIMI","C","","","NA"
"43993","TOKHEIM INDIA PRIVATE LIMITED","C","","","NA"
"43994","TOLUNA INDIA PRIVATE LIMITED","C","","","NA"
"43995","ORBIT EQUIPMENTS PRIVATE LIMIT","C","","","NA"
"43996","TOTAL PRESENTATION DEVICES LIM","C","","","NA"
"43997","TOYODA GOSEI MINDA INDIA PRIVA","C","","","NA"
"43998","TOYOTA MATERIAL HANDLING INDIA","C","","","NA"
"43999","TPG SOFTWARE PRIVATE LIMITED","B","","","NA"
"44000","TRADING ENGINEERS INTERNATION","B","","","NA"
"44001","TRANS AMERICAN INFORMATION SYS","C","","","NA"
"44002","TRANSACTION SOLUTIONS INTERNAT","B","","","NA"
"44003","TRANSEARCH CONSULTANTS PRIVATE","B","","","NA"
"44004","TRANSMEC INDIA PRIVATE LIMIT","C","","","NA"
"44005","TREHAN HOME DEVELOPERS PRIVATE","C","","","NA"
"44006","TRIBAL FUSION RD PRIVATE LIMI","C","","","NA"
"44007","TRICOLITE ELECTRICAL INDUSTRIE","C","","","NA"
"44008","TRIDEX SOLUTIONS PRIVATE LIMIT","B","","","NA"
"44009","TRIMBLE MOBILITY SOLUTIONS IND","B","","","NA"
"44010","TRINITY TOUCH PRIVATE LIMITED","C","","","NA"
"44011","TRUSTLINE COMMODITIES PRIVATE","B","","","NA"
"44012","TSYS CARD TECH SERVICES INDIA","B","","","NA"
"44013","TUMLARE SOFTWARE SERVICES PRIV","B","","","NA"
"44014","TURNER  TOWNSEND PRIVATE LIMI","C","","","NA"
"44015","UNEECOPS TECHNOLOGIES LIMITED","B","","","NA"
"44016","UNIBILD ENGINEERING AND CONSTR","B","","","NA"
"44017","UNITECH PIONEER NIRVANA RECREA","B","","","NA"
"44018","UNIVERSAL BUILDWELL PRIVATE LI","C","","","NA"
"44019","UNIVERSAL EXPOSITIONS LIMITED","C","","","NA"
"44020","URJA GLOBAL LIMITED","C","","","NA"
"44021","URS SCOTT WILSON INDIA PRIVATE","C","","","NA"
"44022","USHA SHRIRAM ENTERPRISES PRIVA","C","","","NA"
"44023","UST SOFTWARE INDIA PRIVATE L","B","","","NA"
"44024","VADO TECHNOLOGY PRIVATE LIMITE","B","","","NA"
"44025","VALIANT COMMUNICATIONS LIMITED","B","","","NA"
"44026","VAN BOXSEL ENGINEERING PRIVATE","B","","","NA"
"44027","VEDDIS ADVISORS PRIVATE LIMITE","C","","","NA"
"44028","VIJAY LOGISTICS PRIVATE LIMITE","B","","","NA"
"44029","VINCULUM SOLUTIONS PRIVATE LIM","B","","","NA"
"44030","VIRTUAL EMPLOYEE PRIVATE LIMIT","C","","","NA"
"44031","VIRTUALSOFT SYSTEMS LIMITED","B","","","NA"
"44032","VIZRT INDIA PRIVATE LIMITED","C","","","NA"
"44033","VOITH PAPER FABRICS INDIA LIMI","C","","","NA"
"44034","VOLLERT INDIA PRIVATE LIMITED","C","","","NA"
"44035","VOXIVA INDIA PRIVATE LIMITED","C","","","NA"
"44036","VSERV BUSINESS SOLUTIONS PRIVA","B","","","NA"
"44037","WELGROW HOTELS CONCEPTS PRIVAT","B","","","NA"
"44038","WHITE MARK LIMITED","C","","","NA"
"44039","WILD FRONTIERS TRAVEL PRIVATE","C","","","NA"
"44040","WILSON LEARNING INDIA PRIVATE","C","","","NA"
"44041","WONE MANAGEMENT SYSTEMS PRIVAT","B","","","NA"
"44042","WOOD GROUP KENNY INDIA PRIVATE","C","","","NA"
"44043","WSP CONSULTANTS INDIA PRIVATE","B","","","NA"
"44044","WT MICROELECTRONICS SINGAPORE","C","","","NA"
"44045","XAVIENT INFOTECH PRIVATE LIMIT","B","","","NA"
"44046","YAKULT DANONE INDIA PRIVATE LI","A","","","LIFE TIME FREE"
"44047","YMC INDIA PRIVATE LIMITED","C","","","NA"
"44048","ZYXEL TECHNOLOGY INDIA PRIVATE","B","","","NA"
"44049","A2Z MULTISERVICES AND IT SOLUT","B","","","NA"
"44050","AADHAR HOUSING FINANCE LIMITED","B","","","NA"
"44051","AERO CLUB","C","","","NA"
"44052","AKC AUTO PRIVATE LIMITED","C","","","NA"
"44053","AMCOR FLEXIBLES INDIA PRIVATE","C","","","NA"
"44054","AMPUS LIFE SCIENCES LIMITED","B","","","NA"
"44055","ANAND MOTOR AGENCIES LTD","C","","","NA"
"44056","ASTRIA BIOTECH PRIVATE LIMITED","B","","","NA"
"44057","AUTOLITE MANUFACTURING LIMITED","C","","","NA"
"44058","BAJAJ ECO  TEC PRODUCTS LIMIT","B","","","NA"
"44059","CENTRAL UP GAS LIMITED","C","","","NA"
"44060","CMP PRIVATE LIMITED","C","","","NA"
"44061","COSMOS ADVANCED DIAGNOSTICS LL","C","","","NA"
"44062","ACCOLITE SOFTWARE INDIA PRIVAT","B","","","NA"
"44063","SUNDYOTA NUMANDIS PHARMACEUTIC","B","","","NA"
"44064","EDEN MOTORS LIMITED","C","","","NA"
"44065","ELDECO HOUSING AND INDUSTRIES","C","","","NA"
"44066","ENKAY HWS INDIA PRIVATE LIMITE","C","","","NA"
"44067","EURO FOOTWEAR PRIVATE LIMITED","C","","","NA"
"44068","FAIR INTERMEDIATE INVESTMENT P","B","","","NA"
"44069","FLY MOBILES PRIVATE LIMITED","C","","","NA"
"44070","GACTEL TURNKEY PROJECTS LIMITE","C","","","NA"
"44071","GAJRA GEARS PRIVATE LIMITED","C","","","NA"
"44072","GENO PHARMACEUTICALS PRIVATE L","B","","","NA"
"44073","GLOBAL MEDIKIT LIMITED","C","","","NA"
"44074","GREEN GAS LIMITED","C","","","NA"
"44075","HANESBRANDS APPAREL INDIA PRIV","C","","","NA"
"44076","INDAGRO FOODS PRIVATE LIMITED","B","","","NA"
"44077","INDIABULLS INFRASTRUCTURE PRIV","B","","","NA"
"44078","INDIA PESTICIDES LIMITED","C","","","NA"
"44079","KANPUR TEXEL PRIVATE LIMITED","C","","","NA"
"44080","KONTEST CHEMICALS LTD","B","","","NA"
"44081","LA RENON HEALTHCARE PRIVATE LI","B","","","NA"
"44082","LA OPALA R G LIMITED","C","","","NA"
"44083","LEINER SHOES PVT LTD","C","","","NA"
"44084","LUMAX DK AUTO INDUSTRIES LIMIT","C","","","NA"
"44085","MAHABAL AUTO ANCILLARIES PRIVA","C","","","NA"
"44086","MAHENDRA EDUCATIONAL PRIVATE L","C","","","NA"
"44087","RAINBOW CHILDRENS MEDICARE PRI","B","","","NA"
"44088","MB POWER MADHYA PRADESH LIMI","B","","","NA"
"44089","MEDICAMEN ORGANICS LIMITED","B","","","NA"
"44090","MEDISPAN LIMITED","C","","","NA"
"44091","MEHRAB LOGISTICS AND AVIATION","B","","","NA"
"44092","PL DISTRIBUTION COMPANY PRIVAT","C","","","NA"
"44093","MERCURY SECURITY SERVICES PRIV","C","","","NA"
"44094","MICRO TURNERS PRIVATE LIMITED","C","","","NA"
"44095","MOTILAL DULI CHAND PRIVATE LIM","C","","","NA"
"44096","MOTORFAB SALES PRIVATE LIMITED","C","","","NA"
"44097","NAINI PAPERS LIMITED","C","","","NA"
"44098","NORTHERN AROMATICS LIMITED","C","","","NA"
"44099","NR SWITCHNRADIO SERVICES PRI","C","","","NA"
"44100","OMNIA APPLIANCES PRIVATE LIMIT","C","","","NA"
"44101","PANORAMA TELEVISION PRIVATE LI","C","","","NA"
"44102","PMV NUTRIENT PRODUCTS PRIVATE","C","","","NA"
"44103","PNC INFRATECH LIMITED","B","","","NA"
"44104","PRABHUDAS LILLADHER PRIVATE LI","C","","","NA"
"44105","PRIME CLASSES PRIVATE LIMITED","C","","","NA"
"44106","PRIME INDUSTRIES LIMITED","C","","","NA"
"44107","QUANTISER TELECOM SERVICES PRI","B","","","NA"
"44108","RAJ SCANNING LIMITED","C","","","NA"
"44109","RHYDBURG PHARMACEUTICALS LTD","B","","","NA"
"44110","RICH INFRA DEVELOPERS INDIA LI","B","","","NA"
"44111","ROGER INDUSTRIES LIMITED","C","","","NA"
"44112","RUDRA REAL ESTATE LIMITED","C","","","NA"
"44113","SAHU AGENCIES PRIVATE LIMITED","C","","","NA"
"44114","SAHU INVESTMENT MUTUAL BENEFIT","B","","","NA"
"44115","SALUD CARE INDIA PRIVATE LIM","C","","","NA"
"44116","SEA TV NETWORK LIMITED","C","","","NA"
"44117","SHAHNAZ AYURVEDA PRIVATE LIMIT","C","","","NA"
"44118","SHARDA EXPORTS PRIVATE LIMITED","B","","","NA"
"44119","SHIV HARI PLYWOOD PRIVATE LIMI","C","","","NA"
"44120","SHIVAM AUTOTECH LIMITED","B","","","NA"
"44121","SHRIRAM AUTOMOTIVE PRODUCTS LT","C","","","NA"
"44122","SMART TELESYSTEM INDIA PRIVA","B","","","NA"
"44123","STAR PAPER MILLS LTD","C","","","NA"
"44124","HCMI EDUCATION PRIVATE LIMITED","C","","","NA"
"44125","FINEHOPE ALLIED ENGINEERING I","B","","","NA"
"44126","FIRST RAIN SOFTWARE CENTRE PRI","B","","","NA"
"44127","FIVE CORE ELECTRONICS LIMITED","C","","","NA"
"44128","FLEXSIN TECHNOLOGIES PRIVATE L","B","","","NA"
"44129","FLINT GROUP INDIA PRIVATE LIMI","C","","","NA"
"44130","FLOW BANGALORE WATERJET PRIVAT","C","","","NA"
"44131","FORESIGHT IT SOLUTIONS AND CON","B","","","NA"
"44132","FORMULA CORPORATE SOLUTIONS IN","B","","","NA"
"44133","FRESENIUS MEDICAL CARE INDIA P","B","","","NA"
"44134","FRISCHMANN PRABHU INDIA PRIV","C","","","NA"
"44135","FUTURES FIRST INFO SERVICES PV","C","","","NA"
"44136","FUTURESTEP RECRUITMENT SERVICE","C","","","NA"
"44137","G4S CORPORATE SERVICES INDIA","C","","","NA"
"44138","GALAXY AUTOMOBILES PRIVATE LIM","C","","","NA"
"44139","GALLIUM INDUSTRIES LIMITED","C","","","NA"
"44140","GEA WESTFALIA SEPARATOR INDIA","C","","","NA"
"44141","GEOSPATIAL MEDIA AND COMMUNICA","B","","","NA"
"44142","GERSON LEHRMAN GROUP INDIA PRI","C","","","NA"
"44143","QUATRRO BUSINESS SUPPORT SERVI","C","","","NA"
"44144","GIIR COMMUNICATIONS INDIA PRIV","B","","","NA"
"44145","GILAT SATELLITE NETWORKS INDIA","C","","","NA"
"44146","GLOBE FINCAP LIMITED","C","","","NA"
"44147","GPL EXPORTS LIMITED","B","","","NA"
"44148","GRID INFOCOM PRIVATE LIMITED","C","","","NA"
"44149","GRYPHON APPLIANCES LIMITED","C","","","NA"
"44150","GUMBERG INDIA PRIVATE LIMITED","C","","","NA"
"44151","GURGAON RECREATION PARK LIMITE","C","","","NA"
"44152","GVK OIL  GAS LIMITED","C","","","NA"
"44153","HANDYGO TECHNOLOGIES PRIVATE L","B","","","NA"
"44154","HARMONIC INDIA PRIVATE LIMITED","C","","","NA"
"44155","HARTRON COMMUNICATIONS LIMITED","B","","","NA"
"44156","HATCH ASSOCIATES INDIA PRIVATE","C","","","NA"
"44157","HAYS SPECIALIST RECRUITMENT PR","C","","","NA"
"44158","HB ESTATE DEVELOPERS LIMITED","C","","","NA"
"44159","HECTOR BEVERAGES PRIVATE LIMIT","C","","","NA"
"44160","HELM ANALYTICS PRIVATE LIMITED","C","","","NA"
"44161","HEXAGON METROLOGY INDIA PRIVAT","C","","","NA"
"44162","HGS INDIA LIMITED","C","","","NA"
"44163","HIMALYA INTERNATIONAL LIMITED","B","","","NA"
"44164","HINDUSTHAN VIDYUT PRODUCTS LIM","C","","","NA"
"44165","HINES INDIA REAL ESTATES PRIVA","C","","","NA"
"44166","HITACHI HIGHTECHNOLOGIES INDI","SUPER A","","","LIFE TIME FREE"
"44167","HOLLISTER MEDICAL INDIA PRIVAT","B","","","NA"
"44168","HILINE PENS PRIVATE LIMITED","C","","","NA"
"44169","HPG CONSULTING INDIA PRIVATE L","B","","","NA"
"44170","HSBC INVESTDIRECT SALES  MARK","B","","","NA"
"44171","HT LEARNING CENTERS LIMITED","C","","","NA"
"44172","HUGHES AND HUGHES CHEM LIMITED","B","","","NA"
"44173","HUGHES SYSTIQUE PRIVATE LIMITE","C","","","NA"
"44174","JINDAL STRIPS LIMITED","B","","","NA"
"44175","HYUNDAI LOGISTICS INDIA PRIVAT","B","","","NA"
"44176","NISSAN TRADING INDIA PRIVATE L","C","","","NA"
"44177","PERFICIENT INDIA PRIVATE LIMIT","C","","","NA"
"44178","ICRONEX TECHNOLOGIES PRIVATE L","B","","","NA"
"44179","IDOM INDIA PRIVATE LIMITED","C","","","NA"
"44180","IHG IT SERVICESINDIA PRIVATE","C","","","NA"
"44181","IMAGE INFOSYSTEMS PRIVATE LIMI","B","","","NA"
"44182","IMAGES CONSUMER MEDIA PRIVATE","B","","","NA"
"44183","IMI NORGREN HERION PRIVATE LIM","C","","","NA"
"44184","IMPERIA STRUCTURES LIMITED","C","","","NA"
"44185","INBOIT SOLUTIONS PRIVATE LIMIT","B","","","NA"
"44186","INCTURE TECHNOLOGIES PRIVATE L","B","","","NA"
"44187","INTERGRAPH SGI INDIA PRIVATE","C","","","NA"
"44188","INDIA FACTORING AND FINANCE SO","B","","","NA"
"44189","INDIAFIN TECHNOLOGIES LIMITED","B","","","NA"
"44190","INDIA TECHNOLOGY INVESTMENTS P","B","","","NA"
"44191","INDIABULLS INDUSTRIAL INFRASTR","B","","","NA"
"44192","INDIACAN EDUCATION PRIVATE LIM","C","","","NA"
"44193","INDIAN CABLE NET COMPANY LIMIT","C","","","NA"
"44194","INDIAN TECHNOCRAT LIMITED","B","","","NA"
"44195","AG FURNANCE IMPROVEMENTS PRIVA","C","","","NA"
"44196","AIETSCOM PRIVATE LIMITED","C","","","NA"
"44197","AIREF ENGINEERS PRIVATE LIMITE","B","","","NA"
"44198","INDO ASIA LEISURE SERVICES LIM","C","","","NA"
"44199","INDO CANADIAN CONSULTANCY SERV","B","","","NA"
"44200","INDO COPTERS PRIVATE LIMITED","C","","","NA"
"44201","INDOSOLAR LIMITED","C","","","NA"
"44202","AL MAHA FOODS INTERNATIONAL PR","B","","","NA"
"44203","INDRA SISTEMAS INDIA PRIVATE L","C","","","NA"
"44204","INETEST TECHNOLOGIES INDIA PRI","B","","","NA"
"44205","INFINITI POWER PRIVATE LIMITED","B","","","NA"
"44206","INFORMATION MOSAIC SOFTWARE PR","B","","","NA"
"44207","APARAJITHA DYNAMIC SYNERGIES P","C","","","NA"
"44208","INFOTEL TECHNOLOGIES PRIVATE L","B","","","NA"
"44209","INGENICO INTERNATIONAL INDIA P","B","","","NA"
